CustomerID,Cluster,StockCode0,StockCode1,StockCode2
13725,3,17096,84879,17003
13726,1,84826,16045,22578
13727,1,84826,16045,22578
13728,3,17096,84879,17003
13730,1,84826,16045,22578
13731,0,84077,84568,75049L
13732,1,84826,16045,22578
13735,1,84826,16045,22578
13736,1,84826,16045,22578
13737,0,84077,84568,75049L
13739,1,84826,16045,22578
13740,0,84077,84568,75049L
13741,1,84826,16045,22578
13742,4,18007,15036,17003
13743,3,17096,84879,17003
13744,1,84826,16045,22578
13745,0,84077,84568,75049L
13747,0,84077,84568,75049L
13748,3,17096,84879,17003
13750,4,18007,15036,17003
13751,0,84077,84568,75049L
13752,3,17096,84879,17003
13753,0,84077,84568,75049L
13754,1,84826,16045,22578
13755,3,17096,84879,17003
13756,2,16014,22151,22086
13758,4,18007,15036,17003
13759,1,84826,16045,22578
13760,1,84826,16045,22578
13761,1,84826,16045,22578
13762,0,84077,84568,75049L
13763,1,84826,16045,22578
13764,1,84826,16045,22578
13769,4,18007,15036,17003
13771,3,17096,84879,17003
13772,1,84826,16045,22578
13774,1,84826,16045,22578
13778,1,84826,16045,22578
13780,1,84826,16045,22578
13781,0,84077,84568,75049L
13782,3,17096,84879,17003
13784,2,16014,23084,22086
13786,0,84077,84568,75049L
13787,1,84826,16045,22578
13790,1,84826,16045,22578
13791,3,17096,84879,17003
13792,1,84826,16045,22578
13799,1,84826,16045,22578
13800,0,84077,84568,75049L
13801,1,84826,16045,22578
13802,3,17096,84879,17003
13803,0,84077,84568,75049L
13804,3,17096,84879,17003
13805,3,17096,84879,17003
13806,1,84826,16045,22578
13807,0,84077,84568,75049L
13808,3,17096,84879,17003
13809,0,84077,84568,75049L
13810,4,18007,15036,17003
13811,0,84077,84568,75049L
13812,1,84826,16045,22578
13813,1,84826,16045,22578
13814,1,84826,16045,22578
13815,3,17096,84879,17003
13816,1,84826,16045,22578
13817,1,84826,16045,22578
13819,0,84077,84568,75049L
13821,1,84826,16045,22578
13822,1,84826,16045,22578
13823,1,84826,16045,22578
13824,3,17096,84879,17003
13826,0,84077,84568,75049L
13827,1,84826,16045,22578
13828,1,84826,16045,22578
13831,4,18007,15036,17003
13832,1,84826,16045,22578
13833,0,84077,84568,75049L
13835,3,17096,84879,17003
13837,0,84077,84568,75049L
13838,1,84826,16045,22578
13841,0,84077,84568,75049L
13842,3,17096,84879,17003
13844,1,84826,16045,22578
13845,1,84826,16045,22578
13846,1,84826,16045,22578
13848,2,23084,22151,22086
13849,1,84826,16045,22578
13851,1,84826,16045,22578
13853,1,84826,16045,22578
13856,0,84077,84568,75049L
13858,1,84826,16045,22578
13859,0,84077,84568,75049L
13860,3,17096,84879,17003
13862,3,17096,84879,17003
13863,0,84077,84568,75049L
13865,1,84826,16045,22578
13866,1,84826,16045,22578
13867,1,84826,16045,22578
13869,1,84826,16045,22578
13870,3,17096,84879,17003
13871,4,18007,15036,17003
13873,1,84826,16045,22578
13874,0,84077,84568,75049L
13875,3,17096,84879,17003
13876,1,84826,16045,22578
13877,1,84826,16045,22578
13878,1,84826,16045,22578
13880,4,18007,15036,17003
13882,3,17096,84879,17003
13883,3,17096,84879,17003
13884,3,17096,84879,17003
13885,0,84077,84568,75049L
13886,1,84826,16045,22578
13887,0,84077,84568,75049L
13888,1,84826,16045,22578
13889,1,84826,16045,22578
13890,3,17096,84879,17003
13892,3,17096,84879,17003
13893,0,84077,84568,75049L
13894,1,84826,16045,22578
13895,3,17096,84879,17003
13897,1,84826,16045,22578
13898,0,84077,84568,75049L
13899,1,84826,16045,22578
13900,0,84077,84568,75049L
13901,3,17096,84879,17003
13904,1,84826,16045,22578
13908,1,84826,16045,22578
13911,3,17096,84879,17003
13914,1,84826,16045,22578
13917,1,84826,16045,22578
13918,1,84826,16045,22578
13919,1,84826,16045,22578
13922,0,84077,84568,75049L
13923,1,84826,16045,22578
13924,3,17096,84879,17003
13925,1,84826,16045,22578
13926,1,84826,16045,22578
13927,1,84826,16045,22578
13928,3,17096,84879,17003
13929,0,84077,84568,75049L
13930,1,84826,16045,22578
13931,3,17096,84879,17003
13932,0,84077,84568,75049L
13933,1,84826,16045,22578
13934,0,84077,84568,75049L
13936,0,84077,84568,75049L
13937,0,84077,84568,75049L
13938,1,84826,16045,22578
13939,1,84826,16045,22578
13940,3,17096,84879,17003
13941,4,18007,15036,17003
13946,3,17096,84879,17003
13947,1,84826,16045,22578
13948,0,84077,84568,75049L
13949,3,17096,84879,17003
13950,3,17096,84879,17003
13951,0,84077,84568,75049L
13952,0,84077,84568,75049L
13954,1,84826,16045,22578
13955,1,84826,16045,22578
13956,3,17096,84879,17003
13959,1,84826,16045,22578
13960,1,84826,16045,22578
13962,1,84826,16045,22578
13963,0,84077,84568,75049L
13967,1,84826,16045,22578
13969,2,16014,22151,22086
13971,3,17096,84879,17003
13972,1,84826,16045,22578
13974,1,84826,16045,22578
13975,3,17096,84879,17003
13976,0,84077,84568,75049L
13978,1,84826,16045,22578
13979,1,84826,16045,22578
13980,1,84826,16045,22578
13982,3,17096,84879,17003
13983,2,16014,22151,22086
13984,4,18007,15036,17003
13985,4,18007,15036,17003
13986,1,84826,16045,22578
13988,3,17096,84879,17003
13989,1,84826,16045,22578
13990,0,84077,84568,75049L
13991,3,17096,84879,17003
13992,1,84826,16045,22578
13993,4,18007,15036,17003
13994,3,17096,84879,17003
13995,3,17096,84879,17003
13999,4,18007,15036,17003
14000,0,84077,84568,75049L
14001,1,84826,16045,22578
14002,1,84826,16045,22578
14004,3,17096,84879,17003
14005,3,17096,84879,17003
14006,1,84826,16045,22578
14009,0,84077,84568,75049L
14012,0,84077,84568,75049L
14013,1,84826,16045,22578
14014,1,84826,16045,22578
14015,1,84826,16045,22578
14016,1,84826,16045,22578
14019,1,84826,16045,22578
14020,1,84826,16045,22578
14021,1,84826,16045,22578
14022,0,84077,84568,75049L
14023,1,84826,16045,22578
14024,1,84826,16045,22578
14027,1,84826,16045,22578
14029,1,84826,16045,22578
14030,3,17096,84879,17003
14032,4,18007,15036,17003
14034,1,84826,16045,22578
14035,3,17096,17003,23084
14036,0,84077,84568,75049L
14037,0,84077,84568,75049L
14038,1,84826,16045,22578
14039,1,84826,16045,22578
14040,4,18007,15036,17003
14041,0,84077,84568,75049L
14044,1,84826,16045,22578
14045,2,16014,23084,22151
14046,0,84077,84568,75049L
14047,3,17096,84879,17003
14048,0,84077,84568,75049L
14049,3,17096,84879,17003
14050,1,84826,16045,22578
14052,1,84826,16045,22578
14053,1,84826,16045,22578
14054,1,84826,16045,22578
14055,1,84826,16045,22578
14056,2,16014,23084,22151
14057,2,16014,22151,22086
14059,0,84077,84568,75049L
14060,2,16014,23084,22151
14062,2,16014,23084,22151
14064,3,17096,84879,17003
14066,0,84077,84568,75049L
14067,1,84826,16045,22578
14068,0,84077,84568,75049L
14071,3,17096,84879,17003
14073,1,84826,16045,22578
14075,3,17096,84879,17003
14076,1,84826,16045,22578
14077,3,17096,84879,17003
14078,3,17096,84879,17003
14079,1,84826,16045,22578
14081,0,84077,84568,75049L
14082,0,84077,84568,75049L
14083,3,17096,84879,17003
14085,4,18007,15036,17003
14087,1,84826,16045,22578
14088,2,16014,23084,22151
14089,1,84826,16045,22578
14090,0,84077,84568,75049L
14092,4,18007,15036,17003
14093,1,84826,16045,22578
14096,4,18007,15036,17003
14098,1,84826,16045,22578
14099,4,18007,15036,17003
14100,1,84826,16045,22578
14102,3,17096,84879,17003
14104,0,84077,84568,75049L
14105,0,84077,84568,75049L
14107,3,17096,84879,17003
14108,1,84826,16045,22578
14109,1,84826,16045,22578
14111,3,17096,84879,17003
14112,3,17096,84879,17003
14113,3,17096,84879,17003
14114,0,84077,84568,75049L
14116,3,17096,84879,17003
14117,1,84826,16045,22578
14121,3,17096,84879,17003
14124,1,84826,16045,22578
14125,1,84826,16045,22578
14126,3,17096,84879,17003
14127,1,84826,16045,22578
14128,1,84826,16045,22578
14129,3,17096,84879,17003
14130,0,84077,84568,75049L
14132,4,18007,15036,17003
14133,1,84826,16045,22578
14135,2,16014,23084,22151
14138,1,84826,16045,22578
14139,1,84826,16045,22578
14140,1,84826,16045,22578
14141,3,17096,84879,17003
14142,0,84077,84568,75049L
14143,1,84826,16045,22578
14145,2,16014,23084,22151
14146,3,17096,84879,17003
14147,3,17096,84879,17003
14148,0,84077,84568,75049L
14149,0,84077,84568,75049L
14150,1,84826,16045,22578
14152,1,84826,16045,22578
14154,0,84077,84568,75049L
14155,0,84077,84568,75049L
14157,1,84826,16045,22578
14158,1,84826,16045,22578
14159,3,17096,84879,17003
14161,0,84077,84568,75049L
14162,0,84077,84568,75049L
14163,3,17096,84879,17003
14164,3,17096,84879,17003
14165,0,84077,84568,75049L
14167,1,84826,16045,22578
14171,1,84826,16045,22578
14173,1,84826,16045,22578
14174,1,84826,16045,22578
14175,1,84826,16045,22578
14176,0,84077,84568,75049L
14177,3,17096,84879,17003
14178,3,17096,84879,17003
14179,1,84826,16045,22578
14180,2,16014,23084,22151
14184,1,84826,16045,22578
14185,0,84077,84568,75049L
14188,3,17096,84879,17003
14189,4,18007,15036,17003
14191,4,18007,17003,23167
14193,1,84826,16045,22578
14194,2,16014,23084,22151
14195,0,84077,84568,17003
14196,1,84826,16045,22578
14198,3,17096,84879,17003
14199,0,84077,84568,75049L
14201,3,17096,17003,23084
14204,1,84826,16045,22578
14205,1,84826,16045,22578
14206,0,84077,84568,75049L
14208,1,84826,16045,22578
14209,3,17096,84879,17003
14210,3,17096,84879,17003
14211,4,18007,15036,17003
14212,1,84826,16045,22578
14214,3,17096,84879,17003
14215,3,17096,84879,17003
14216,3,17096,84879,17003
14217,2,16014,23084,22151
14218,1,84826,16045,22578
14219,1,84826,16045,22578
14220,0,84077,84568,75049L
14221,3,17096,84879,17003
14222,0,84077,84568,75049L
14223,1,84826,16045,22578
14224,1,84826,16045,22578
14226,3,17096,84879,17003
14227,4,18007,15036,17003
14229,3,17096,84879,17003
14231,0,84077,84568,75049L
14232,3,17096,84879,17003
14233,3,17096,17003,23084
14234,1,84826,16045,22578
14235,3,17096,84879,17003
14236,1,84826,16045,22578
14237,0,84077,84568,75049L
14238,0,84077,84568,75049L
14239,4,18007,15036,17003
14240,1,84826,16045,22578
14241,0,84077,84568,75049L
14242,0,84077,84568,75049L
14243,4,18007,15036,17003
14245,0,84077,84568,75049L
14246,1,84826,16045,22578
14247,0,84077,84568,75049L
14250,1,84826,16045,22578
14251,3,17096,84879,17003
14256,0,84077,84568,75049L
14257,3,17096,84879,17003
14258,2,16014,23084,22151
14259,1,84826,16045,22578
14261,1,84826,16045,22578
14262,4,18007,15036,17003
14264,1,84826,16045,22578
14265,1,84826,16045,22578
14267,0,84077,84568,75049L
14270,0,84077,84568,75049L
14271,0,84077,84568,75049L
14272,1,84826,16045,22578
14273,1,84826,16045,22578
14276,1,84826,16045,22578
14277,1,84826,16045,22578
14280,0,84077,84568,75049L
14282,4,18007,15036,17003
14284,1,84826,16045,22578
14285,3,17096,84879,17003
14286,1,84826,16045,22578
14287,1,84826,16045,22578
14288,0,84077,84568,75049L
14289,3,17096,84879,17003
14290,3,17096,84879,17003
14291,4,18007,15036,17003
14292,4,18007,15036,17003
14293,3,17096,84879,17003
14295,1,84826,16045,22578
14297,3,17096,84879,17003
14299,4,18007,15036,17003
14300,1,84826,16045,22578
14301,1,84826,16045,22578
14304,0,84077,84568,75049L
14305,1,84826,16045,22578
14306,3,17096,84879,17003
14307,3,17096,84879,17003
14309,4,18007,15036,17003
14311,0,84077,84568,75049L
14312,3,17096,17003,23084
14314,1,84826,16045,22578
14315,3,17096,84879,17003
14320,0,84077,84568,75049L
14321,3,17096,84879,17003
14323,1,84826,16045,22578
14326,0,84077,84568,75049L
14327,0,84077,84568,75049L
14329,3,17096,84879,17003
14331,1,84826,16045,22578
14332,3,17096,84879,17003
14333,1,84826,16045,22578
14334,3,17096,84879,17003
14335,1,84826,16045,22578
14336,3,17096,84879,17003
14338,0,84077,84568,75049L
14339,0,84077,84568,75049L
14340,0,84077,84568,75049L
14341,3,17096,84879,17003
14342,3,17096,17003,23084
14344,3,17096,84879,17003
14346,1,84826,16045,22578
14348,0,84077,84568,75049L
14349,1,84826,16045,22578
14350,0,84077,84568,75049L
14351,0,84077,84568,75049L
14352,1,84826,16045,22578
14353,0,84077,84568,75049L
14354,1,84826,16045,22578
14355,0,84077,84568,75049L
14356,1,84826,16045,22578
14357,1,84826,16045,22578
14359,1,84826,16045,22578
14360,1,84826,16045,22578
14362,1,84826,16045,22578
14364,4,18007,15036,17003
14367,2,16014,23084,22151
14368,0,84077,84568,75049L
14371,0,84077,84568,75049L
14373,0,84077,84568,75049L
14375,0,84077,84568,75049L
14377,0,84077,84568,75049L
14379,1,84826,16045,22578
14381,1,84826,16045,22578
14382,1,84826,16045,22578
14383,1,84826,16045,22578
14385,1,84826,16045,22578
14386,0,84077,84568,75049L
14387,1,84826,16045,22578
14388,3,17096,84879,17003
14389,1,84826,16045,22578
14390,3,17096,84879,17003
14393,0,84077,84568,75049L
14395,3,17096,84879,17003
14396,1,84826,16045,22578
14397,2,16014,23084,22151
14400,1,84826,16045,22578
14401,4,18007,15036,17003
14403,3,17096,84879,17003
14404,3,17096,84879,17003
14406,1,84826,16045,22578
14407,4,18007,15036,17003
14408,3,17096,84879,17003
14409,4,18007,15036,17003
14410,3,17096,84879,17003
14411,0,84077,84568,75049L
14412,1,84826,16045,22578
14413,0,84077,84568,75049L
14414,3,17096,84879,17003
14415,4,18007,15036,17003
14416,1,84826,16045,22578
14418,1,84826,16045,22578
14419,3,17096,84879,17003
14420,1,84826,16045,22578
14421,1,84826,16045,22578
14422,3,17096,84879,17003
14423,0,84077,84568,75049L
14424,3,17096,84879,17003
14426,4,18007,15036,17003
14427,1,84826,16045,22578
14428,3,17096,84879,17003
14431,0,84077,84568,75049L
14432,3,17096,17003,23084
14434,4,18007,15036,17003
14436,1,84826,16045,22578
14438,0,84077,84568,75049L
14439,0,84077,84568,75049L
14440,3,17096,84879,17003
14441,3,17096,84879,17003
14442,0,84077,84568,75049L
14443,1,84826,16045,22578
14446,1,84826,16045,22578
14447,3,17096,84879,17003
14448,1,84826,16045,22578
14449,1,84826,16045,22578
14450,0,84077,84568,75049L
14451,1,84826,16045,22578
14452,1,84826,16045,22578
14453,0,84077,84568,75049L
14456,3,17096,84879,17003
14457,0,84077,84568,75049L
14459,0,84077,84568,75049L
14460,1,84826,16045,22578
14461,1,84826,16045,22578
14462,3,17096,84879,17003
14463,3,17096,84879,17003
14465,0,84077,84568,75049L
14466,3,17096,84879,17003
14467,1,84826,16045,22578
14470,1,84826,16045,22578
14472,3,17096,17003,23084
14473,1,84826,16045,22578
14474,1,84826,16045,22578
14475,1,84826,16045,84947
14476,0,84077,84568,75049L
14477,4,18007,15036,17003
14479,0,84077,84568,75049L
14480,1,84826,16045,22578
14481,0,84077,84568,75049L
14482,3,17096,84879,17003
14483,0,84077,84568,75049L
14484,1,84826,16045,22578
14485,1,84826,16045,22578
14487,3,17096,84879,17003
14488,1,84826,16045,22578
14489,0,84077,84568,75049L
14491,0,84077,84568,75049L
14493,3,17096,84879,17003
14494,1,84826,16045,22578
14495,1,84826,16045,22578
14496,0,84077,84568,75049L
14497,0,84077,84568,75049L
14498,3,17096,84879,17003
14499,1,84826,16045,22578
14500,1,84826,16045,22578
14501,0,84077,84568,75049L
14502,4,18007,15036,17003
14503,3,17096,84879,17003
14504,1,84826,16045,22578
14505,3,17096,84879,17003
14506,3,17096,84879,17003
14507,4,18007,15036,17003
14508,1,84826,16045,22578
14511,3,17096,17003,23084
14512,0,84077,84568,75049L
14513,3,17096,84879,17003
14514,1,84826,16045,22578
14515,3,17096,17003,23084
14517,1,84826,16045,22578
14518,1,84826,16045,22578
14520,3,17096,84879,17003
14522,3,17096,84879,17003
14523,1,84826,16045,22578
14524,3,17096,84879,17003
14525,3,17096,84879,17003
14528,1,84826,16045,84947
14529,1,84826,16045,22578
14530,3,17096,84879,17003
14532,0,84077,84568,75049L
14533,3,17096,84879,17003
14534,4,18007,15036,17003
14535,1,84826,16045,22578
14536,0,84077,84568,75049L
14537,1,84826,16045,22578
14538,1,84826,16045,22578
14539,1,84826,16045,22578
14540,1,84826,16045,22578
14541,3,17096,84879,17003
14542,0,84077,84568,75049L
14543,2,16014,23084,22151
14544,1,84826,16045,22578
14546,3,17096,84879,17003
14547,3,17096,84879,17003
14548,0,84077,84568,75049L
14549,0,84077,84568,75049L
14550,1,84826,16045,22578
14551,1,84826,16045,22578
14552,1,84826,16045,22578
14553,3,17096,84879,17003
14554,3,17096,84879,17003
14555,1,84826,16045,22578
14557,1,84826,16045,22578
14560,2,16014,23084,22151
14561,1,84826,16045,22578
14562,4,18007,15036,17003
14565,1,84826,16045,22578
14566,3,17096,84879,17003
14567,1,84826,16045,22578
14569,1,84826,16045,22578
14570,0,84077,84568,75049L
14572,3,17096,84879,17003
14573,3,17096,84879,17003
14576,0,84077,84568,75049L
14577,1,84826,16045,22578
14578,1,84826,16045,22578
14581,1,84826,16045,22578
14582,1,84826,16045,22578
14583,3,17096,84879,17003
14584,0,84077,84568,75049L
14585,1,84826,16045,22578
14586,0,84077,84568,75049L
14587,3,17096,84879,17003
14589,0,84077,84568,75049L
14591,3,17096,84879,17003
14592,1,84826,16045,22578
14593,1,84826,16045,22578
14594,1,84826,16045,22578
14595,3,17096,84879,23084
14597,1,84826,16045,22578
14598,1,84826,16045,22578
14600,0,84077,84568,75049L
14601,1,84826,16045,22578
14603,0,84077,84568,75049L
14608,4,18007,15036,17003
14609,4,15036,23167,85099B
14616,0,84077,84568,75049L
14618,3,17096,84879,17003
14619,0,84077,84568,75049L
14620,0,84077,84568,75049L
14621,3,17096,84879,17003
14622,0,84077,84568,75049L
14623,3,17096,84879,17003
14624,1,84826,16045,22578
14625,0,84077,84568,75049L
14626,3,17096,84879,17003
14628,1,84826,16045,22578
14629,1,84826,16045,22578
14631,1,84826,16045,22578
14632,0,84077,84568,75049L
14633,0,84077,84568,75049L
14636,1,84826,16045,22578
14638,1,84826,16045,22578
14639,3,17096,84879,17003
14640,3,17096,84879,17003
14641,1,84826,16045,22578
14642,1,84826,16045,22578
14643,0,84077,84568,75049L
14644,1,84826,16045,22578
14645,0,84077,84568,75049L
14647,0,84077,84568,75049L
14649,3,17096,84879,17003
14651,1,84826,16045,22578
14652,1,84826,16045,22578
14653,3,17096,84879,17003
14655,3,17096,84879,17003
14656,0,84077,84568,75049L
14657,1,84826,16045,22578
14658,1,84826,16045,22578
14659,3,17096,84879,17003
14660,1,84826,16045,22578
14661,1,84826,16045,22578
14662,1,84826,16045,22578
14664,1,84826,16045,22578
14665,3,17096,84879,17003
14666,1,84826,16045,22578
14667,2,16014,23084,22151
14669,0,84077,84568,75049L
14670,0,84077,84568,75049L
14672,0,84077,84568,75049L
14673,3,17096,84879,17003
14675,1,84826,16045,22578
14676,4,18007,15036,23167
14681,1,84826,16045,22578
14682,0,84077,84568,75049L
14684,1,84826,16045,22578
14687,1,84826,16045,22578
14688,2,16014,23084,22151
14689,0,84077,84568,75049L
14690,1,84826,16045,22578
14691,3,17096,84879,17003
14692,1,84826,16045,22578
14693,0,84077,84568,75049L
14696,3,17096,84879,17003
14697,0,84077,84568,75049L
14698,3,17096,84879,17003
14699,0,84077,84568,75049L
14700,1,84826,16045,22578
14701,3,17096,84879,17003
14702,4,18007,15036,17003
14703,1,84826,16045,22578
14704,3,17096,84879,17003
14705,0,84077,84568,75049L
14708,3,17096,84879,17003
14709,4,18007,15036,17003
14710,1,84826,16045,22578
14711,4,18007,15036,17003
14712,3,17096,84879,17003
14713,4,18007,15036,17003
14714,1,84826,16045,22578
14715,3,17096,84879,17003
14716,1,84826,16045,22578
14719,3,17096,84879,17003
14720,1,84826,16045,22578
14722,1,84826,16045,22578
14723,3,17096,84879,17003
14725,1,84826,16045,22578
14727,0,84077,84568,75049L
14729,0,84077,84568,75049L
14730,3,17096,84879,17003
14731,1,84826,16045,22578
14732,3,17096,84879,17003
14733,4,18007,15036,17003
14737,3,17096,84879,17003
14738,3,17096,84879,17003
14739,4,18007,15036,17003
14740,0,84077,84568,75049L
14741,3,17096,84879,17003
14744,3,17096,84879,17003
14745,3,17096,84879,17003
14747,0,84077,84568,75049L
14748,3,17096,84879,17003
14752,1,84826,16045,22578
14753,1,84826,16045,22578
14754,1,84826,16045,22578
14755,4,18007,15036,17003
14756,1,84826,16045,22578
14757,1,84826,16045,22578
14758,1,84826,16045,22578
14759,1,84826,16045,22578
14760,0,84077,84568,75049L
14761,1,84826,16045,22578
14762,0,84077,84568,75049L
14764,1,84826,16045,22578
14765,1,84826,16045,22578
14766,3,17096,84879,17003
14768,1,84826,16045,22578
14769,3,17096,84879,17003
14770,0,84077,84568,75049L
14772,1,84826,16045,22578
14775,1,84826,16045,22578
14776,4,18007,15036,17003
14778,1,84826,16045,22578
14779,0,84077,84568,75049L
14780,1,84826,16045,22578
14782,0,84077,84568,75049L
14784,1,84826,16045,22578
14785,1,84826,16045,22578
14788,1,84826,16045,22578
14789,1,84826,16045,22578
14790,3,17096,84879,17003
14792,1,84826,16045,22578
14794,3,17096,84879,17003
14795,0,84077,84568,75049L
14796,4,18007,15036,17003
14798,1,84826,16045,22578
14799,1,84826,16045,22578
14800,3,17096,84879,17003
14801,1,84826,16045,22578
14803,0,84077,84568,75049L
14804,1,84826,16045,22578
14805,3,17096,84879,17003
14806,1,84826,16045,22578
14808,3,17096,84879,17003
14810,4,18007,15036,17003
14813,0,84077,84568,75049L
14815,1,84826,16045,22578
14816,0,84077,84568,75049L
14817,0,84077,84568,75049L
14818,1,84826,16045,22578
14819,1,84826,16045,22578
14820,3,17096,84879,17003
14821,0,84077,84568,75049L
14823,0,84077,84568,75049L
14824,3,17096,84879,17003
14825,4,18007,15036,17003
14828,4,18007,15036,17003
14829,3,17096,84879,17003
14830,1,84826,16045,22578
14834,4,18007,15036,17003
14836,1,84826,16045,22578
14837,1,84826,16045,22578
14840,0,84077,84568,75049L
14841,3,17096,84879,17003
14842,3,17096,84879,17003
14844,3,17096,84879,17003
14847,1,84826,16045,22578
14849,2,16014,23084,22151
14850,0,84077,84568,75049L
14851,1,84826,16045,22578
14852,3,17096,84879,17003
14853,3,17096,84879,17003
14854,3,17096,84879,17003
14855,1,84826,16045,22578
14856,1,84826,16045,22578
14857,1,84826,16045,22578
14859,3,17096,84879,17003
14860,1,84826,16045,22578
14861,1,84826,16045,22578
14862,1,84826,22578,84947
14863,1,84826,16045,22578
14865,1,84826,16045,22578
14866,2,16014,23084,22151
14867,0,84077,84568,75049L
14868,3,17096,84879,17003
14869,1,84826,16045,22578
14870,0,84077,84568,75049L
14871,1,84826,16045,22578
14873,0,84077,84568,75049L
14875,1,84826,16045,22578
14878,4,18007,15036,17003
14880,1,84826,16045,22578
14881,1,84826,16045,22578
14882,1,84826,16045,22578
14883,3,17096,84879,17003
14885,1,84826,16045,22578
14886,0,84077,84568,75049L
14887,1,84826,16045,22578
14888,0,84077,84568,75049L
14889,0,84077,84568,75049L
14890,0,84077,84568,75049L
14891,1,84826,16045,22578
14893,1,84826,16045,22578
14894,1,84826,16045,22578
14895,2,16014,23084,22151
14896,0,84077,84568,75049L
14897,3,17096,84879,17003
14898,3,17096,17003,23084
14901,3,17096,84879,17003
14902,1,84826,16045,22578
14903,3,17096,84879,17003
14904,1,84826,16045,22578
14905,0,84077,84568,75049L
14907,3,17096,84879,17003
14908,1,84826,16045,22578
14910,3,17096,84879,17003
14912,1,84826,16045,22578
14913,1,84826,16045,22578
14915,1,84826,16045,22578
14916,1,84826,16045,22578
14918,1,84826,16045,22578
14920,0,84077,84568,75049L
14921,1,84826,16045,22578
14923,1,84826,16045,22578
14924,0,84077,84568,75049L
14929,1,84826,16045,22578
14930,1,84826,16045,22578
14931,3,17096,84879,17003
14932,0,84077,84568,75049L
14934,1,84826,16045,22578
14935,0,84077,84568,75049L
14936,3,17096,84879,17003
14937,3,17096,84879,17003
14944,4,18007,15036,17003
14946,1,84826,16045,22578
14947,1,84826,16045,22578
14948,3,17096,84879,17003
14950,1,84826,16045,22578
14951,1,84826,16045,22578
14952,2,16014,23084,22151
14953,1,84826,16045,22578
14954,1,84826,16045,22578
14957,0,84077,84568,75049L
14958,1,84826,16045,22578
14959,1,84826,16045,22578
14960,1,84826,16045,22578
14961,4,18007,15036,17003
14962,0,84077,84568,75049L
14963,3,17096,84879,17003
14964,0,84077,84568,75049L
14965,1,84826,16045,22578
14966,1,84826,16045,22578
14968,1,84826,16045,22578
14970,3,17096,84879,17003
14971,1,84826,16045,22578
14972,1,84826,16045,22578
14973,1,84826,16045,22578
14974,1,84826,16045,22578
14975,1,84826,16045,22578
14976,3,17096,84879,17003
14978,3,17096,84879,17003
14981,0,84077,84568,75049L
14984,1,84826,16045,22578
14985,0,84077,84568,75049L
14987,3,17096,84879,17003
14988,0,84077,84568,75049L
14995,1,84826,16045,22578
14997,1,84826,16045,22578
14998,0,84077,84568,75049L
15000,1,84826,16045,22578
15002,1,84826,16045,22578
15004,1,84826,16045,22578
15005,2,16014,23084,22151
15006,1,84826,16045,22578
15007,0,84077,84568,75049L
15009,1,84826,16045,22578
15010,1,84826,16045,22578
15012,1,84826,16045,22578
15014,1,84826,16045,22578
15016,0,84077,84568,75049L
15017,1,84826,16045,22578
15018,1,84826,16045,22578
15019,0,84077,84568,75049L
15021,3,17096,84879,17003
15022,3,17096,84879,17003
15023,3,17096,84879,17003
15024,3,17096,84879,17003
15025,1,84826,16045,22578
15026,1,84826,16045,22578
15027,3,17096,84879,17003
15028,3,17096,84879,17003
15030,1,84826,16045,22578
15031,1,84826,16045,22578
15032,0,84077,84568,75049L
15033,3,17096,84879,17003
15034,3,17096,84879,17003
15035,1,84826,16045,22578
15036,1,84826,16045,22578
15038,3,17096,84879,17003
15041,0,84077,84568,75049L
15042,0,84077,84568,75049L
15043,1,84826,16045,22578
15044,4,18007,15036,17003
15045,1,84826,16045,22578
15046,4,18007,15036,17003
15047,0,84077,84568,75049L
15048,1,84826,16045,22578
15049,0,84077,84568,75049L
15050,3,17096,84879,17003
15051,1,84826,16045,22578
15052,0,84077,84568,75049L
15053,1,84826,16045,22578
15054,1,84826,16045,22578
15057,0,84077,84568,75049L
15058,3,17096,84879,17003
15059,3,17096,84879,17003
15060,1,84826,16045,22578
15062,1,84826,16045,22578
15063,0,84077,84568,75049L
15065,1,84826,16045,22578
15066,1,84826,16045,22578
15067,1,84826,16045,22578
15068,1,84826,16045,22578
15069,0,84077,84568,75049L
15070,0,84077,84568,75049L
15071,1,84826,16045,22578
15073,3,17096,84879,17003
15074,1,84826,16045,22578
15075,1,84826,16045,22578
15076,0,84077,84568,75049L
15079,0,84077,84568,75049L
15081,3,17096,84879,17003
15083,0,84077,84568,75049L
15087,0,84077,84568,75049L
15088,1,84826,16045,22578
15089,3,17096,84879,17003
15090,0,84077,84568,75049L
15091,1,84826,16045,22578
15092,0,84077,84568,75049L
15093,4,18007,15036,17003
15095,1,84826,16045,22578
15096,1,84826,16045,22578
15097,1,84826,16045,22578
15099,1,84826,16045,22578
15100,4,18007,15036,17003
15101,1,84826,16045,22578
15103,1,84826,16045,22578
15104,0,84077,84568,75049L
15105,3,17096,84879,17003
15106,3,17096,84879,17003
15107,0,84077,84568,75049L
15108,1,84826,16045,22578
15109,0,84077,84568,75049L
15110,3,17096,84879,17003
15111,1,84826,16045,22578
15113,3,17096,84879,17003
15114,4,18007,15036,17003
15115,1,84826,16045,22578
15116,3,17096,84879,17003
15117,3,17096,84879,17003
15118,0,84077,75049L,17003
15119,0,84077,84568,75049L
15120,1,84826,16045,22578
15121,1,84826,16045,22578
15122,1,84826,16045,22578
