CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13147,10,4,712.8000000000001,4,High-Value Loyal Shoppers
13148,29,12,226.10000000000002,4,High-Value Loyal Shoppers
13149,14,4,87.24000000000001,3,Regular Shoppers
13151,295,1,20.4,0,Frequent Shoppers
13153,5,1,6.24,1,Occasional Shoppers
13155,33,4,71.85,1,Occasional Shoppers
13157,49,4,50.54,1,Occasional Shoppers
13158,94,4,80.1,1,Occasional Shoppers
13159,8,4,40.16,1,Occasional Shoppers
13160,22,1,15.0,1,Occasional Shoppers
13161,313,1,27.0,0,Frequent Shoppers
13162,122,4,32.07,1,Occasional Shoppers
13165,46,2,80.16,1,Occasional Shoppers
13166,283,1,2.5,0,Frequent Shoppers
13167,18,4,98.58,3,Regular Shoppers
13168,36,4,34.849999999999994,1,Occasional Shoppers
13169,63,2,39.300000000000004,1,Occasional Shoppers
13170,26,1,6.75,1,Occasional Shoppers
13171,21,3,33.16,1,Occasional Shoppers
13173,4,2,15.149999999999999,1,Occasional Shoppers
13174,16,3,36.099999999999994,1,Occasional Shoppers
13176,46,1,0.85,1,Occasional Shoppers
13177,64,1,17.700000000000003,1,Occasional Shoppers
13178,26,11,361.98,4,High-Value Loyal Shoppers
13182,45,1,10.5,1,Occasional Shoppers
13183,7,9,175.9,3,Regular Shoppers
13184,14,10,72.2,3,Regular Shoppers
13185,267,1,71.4,0,Frequent Shoppers
13186,39,3,80.28,1,Occasional Shoppers
13187,337,1,1.25,0,Frequent Shoppers
13188,11,1,99.60000000000001,1,Occasional Shoppers
13189,18,2,19.0,1,Occasional Shoppers
13192,95,2,41.1,1,Occasional Shoppers
13193,61,1,2.9,1,Occasional Shoppers
13194,135,1,34.0,1,Occasional Shoppers
13196,11,4,73.65,3,Regular Shoppers
13198,10,6,109.5,3,Regular Shoppers
13200,19,4,117.45,3,Regular Shoppers
13203,9,4,56.879999999999995,3,Regular Shoppers
13207,15,2,42.120000000000005,1,Occasional Shoppers
13208,58,6,55.419999999999995,3,Regular Shoppers
13209,30,8,263.01,4,High-Value Loyal Shoppers
13210,93,1,25.5,1,Occasional Shoppers
13211,10,3,223.2,3,Regular Shoppers
13212,19,3,15.1,1,Occasional Shoppers
13213,56,5,136.42000000000002,3,Regular Shoppers
13216,267,1,69.12,0,Frequent Shoppers
13217,122,3,294.94,3,Regular Shoppers
13218,127,1,15.0,1,Occasional Shoppers
13220,78,4,344.1,3,Regular Shoppers
13221,240,2,20.3,0,Frequent Shoppers
13223,200,2,115.80000000000001,0,Frequent Shoppers
13224,60,2,19.32,1,Occasional Shoppers
13226,273,1,9.95,0,Frequent Shoppers
13227,201,1,67.5,0,Frequent Shoppers
13228,81,1,179.0,1,Occasional Shoppers
13229,225,1,15.0,0,Frequent Shoppers
13230,4,14,53.16,4,High-Value Loyal Shoppers
13232,12,7,75.3,3,Regular Shoppers
13233,74,2,60.839999999999996,1,Occasional Shoppers
13235,212,1,19.799999999999997,0,Frequent Shoppers
13236,24,2,52.18,1,Occasional Shoppers
13238,17,4,159.7,3,Regular Shoppers
13239,261,1,18.96,0,Frequent Shoppers
13240,96,4,42.85,1,Occasional Shoppers
13242,112,3,62.400000000000006,1,Occasional Shoppers
13243,203,1,5.1,0,Frequent Shoppers
13244,92,1,4.95,1,Occasional Shoppers
13245,50,1,24.900000000000002,1,Occasional Shoppers
13246,18,6,246.43,3,Regular Shoppers
13247,17,4,119.55000000000001,3,Regular Shoppers
13248,124,2,33.36,1,Occasional Shoppers
13249,92,3,302.03999999999996,3,Regular Shoppers
13253,156,2,42.36,0,Frequent Shoppers
13255,9,2,31.6,1,Occasional Shoppers
13256,14,1,0.0,1,Occasional Shoppers
13258,11,3,25.34,1,Occasional Shoppers
13259,61,1,8.5,1,Occasional Shoppers
13260,61,1,19.92,1,Occasional Shoppers
13261,268,2,234.0,0,Frequent Shoppers
13262,263,1,6.959999999999999,0,Frequent Shoppers
13265,53,5,166.48,3,Regular Shoppers
13266,11,12,388.22,4,High-Value Loyal Shoppers
13267,2,19,343.46,4,High-Value Loyal Shoppers
13268,17,11,83.0,3,Regular Shoppers
13269,1,15,288.79,4,High-Value Loyal Shoppers
13270,366,1,590.0,0,Frequent Shoppers
13271,37,1,0.39,1,Occasional Shoppers
13272,31,2,36.660000000000004,1,Occasional Shoppers
13273,113,1,24.900000000000002,1,Occasional Shoppers
13276,63,2,58.2,1,Occasional Shoppers
13277,15,4,149.0,3,Regular Shoppers
13278,40,1,10.5,1,Occasional Shoppers
13279,78,1,9.36,1,Occasional Shoppers
13280,122,3,47.75,1,Occasional Shoppers
13282,18,3,139.20000000000002,3,Regular Shoppers
13283,59,2,29.3,1,Occasional Shoppers
13284,330,1,25.5,0,Frequent Shoppers
13285,23,4,57.4,1,Occasional Shoppers
13291,155,1,12.450000000000001,0,Frequent Shoppers
13292,38,2,65.1,1,Occasional Shoppers
13294,189,2,42.0,0,Frequent Shoppers
13295,359,1,19.799999999999997,0,Frequent Shoppers
13296,137,1,15.0,1,Occasional Shoppers
13297,7,4,164.34,3,Regular Shoppers
13298,1,1,90.0,1,Occasional Shoppers
13299,268,1,29.700000000000003,0,Frequent Shoppers
13300,169,1,23.0,0,Frequent Shoppers
13301,103,4,65.52,1,Occasional Shoppers
13302,155,1,63.75,0,Frequent Shoppers
13304,351,1,12.600000000000001,0,Frequent Shoppers
13305,4,10,224.89,4,High-Value Loyal Shoppers
13307,120,1,15.0,1,Occasional Shoppers
13308,22,3,54.36,1,Occasional Shoppers
13309,7,5,79.64,3,Regular Shoppers
13310,28,3,39.42,1,Occasional Shoppers
13311,4,2,34.54,1,Occasional Shoppers
13313,22,5,67.78,3,Regular Shoppers
13314,1,3,36.980000000000004,1,Occasional Shoppers
13316,37,4,408.93,3,Regular Shoppers
13317,66,6,136.0,3,Regular Shoppers
13318,1,3,197.88,3,Regular Shoppers
13319,5,26,638.79,2,Inactive Shoppers
13320,78,4,47.3,1,Occasional Shoppers
13321,72,2,259.04,3,Regular Shoppers
13322,17,1,8.3,1,Occasional Shoppers
13323,3,5,424.8,4,High-Value Loyal Shoppers
13324,36,10,1048.2,2,Inactive Shoppers
13325,81,1,16.5,1,Occasional Shoppers
13327,38,8,437.3,4,High-Value Loyal Shoppers
13328,316,1,19.799999999999997,0,Frequent Shoppers
13329,31,2,90.6,1,Occasional Shoppers
13330,92,3,56.28,1,Occasional Shoppers
13332,14,1,17.0,1,Occasional Shoppers
13334,82,3,47.8,1,Occasional Shoppers
13336,77,1,15.299999999999999,1,Occasional Shoppers
13338,157,1,10.2,0,Frequent Shoppers
13339,200,1,17.4,0,Frequent Shoppers
13340,45,7,830.08,4,High-Value Loyal Shoppers
13341,260,1,87.6,0,Frequent Shoppers
13343,177,1,19.8,0,Frequent Shoppers
13344,67,3,79.64,1,Occasional Shoppers
13345,287,1,17.700000000000003,0,Frequent Shoppers
13347,70,1,39.599999999999994,1,Occasional Shoppers
13348,64,1,10.2,1,Occasional Shoppers
13349,10,1,15.600000000000001,1,Occasional Shoppers
13350,16,2,77.1,1,Occasional Shoppers
13351,66,1,50.0,1,Occasional Shoppers
13352,60,1,10.5,1,Occasional Shoppers
13354,71,1,10.5,1,Occasional Shoppers
13355,122,1,17.700000000000003,1,Occasional Shoppers
13356,80,1,17.4,1,Occasional Shoppers
13357,257,1,9.9,0,Frequent Shoppers
13358,268,1,17.9,0,Frequent Shoppers
13359,63,1,50.0,1,Occasional Shoppers
13362,9,4,84.3,3,Regular Shoppers
13363,17,2,34.5,1,Occasional Shoppers
13364,71,1,24.96,1,Occasional Shoppers
13365,33,2,66.0,1,Occasional Shoppers
13366,50,1,56.160000000000004,1,Occasional Shoppers
13368,256,2,45.480000000000004,0,Frequent Shoppers
13369,365,1,40.0,0,Frequent Shoppers
13370,371,1,25.200000000000003,0,Frequent Shoppers
13372,89,1,9.95,1,Occasional Shoppers
13373,60,3,54.6,1,Occasional Shoppers
13375,88,1,16.5,1,Occasional Shoppers
13376,99,3,65.69999999999999,1,Occasional Shoppers
13379,26,3,12.24,1,Occasional Shoppers
13381,31,6,141.72,3,Regular Shoppers
13382,280,1,15.0,0,Frequent Shoppers
13384,30,7,186.20000000000002,3,Regular Shoppers
13385,329,1,17.700000000000003,0,Frequent Shoppers
13388,131,2,26.1,1,Occasional Shoppers
13389,11,3,35.16,1,Occasional Shoppers
13390,74,1,15.0,1,Occasional Shoppers
13391,203,1,59.8,0,Frequent Shoppers
13394,1,8,147.03,3,Regular Shoppers
13395,185,1,1.92,0,Frequent Shoppers
13396,29,2,63.06,1,Occasional Shoppers
13397,72,5,368.45,3,Regular Shoppers
13398,192,1,9.959999999999999,0,Frequent Shoppers
13402,127,2,34.85,1,Occasional Shoppers
13403,17,1,15.0,1,Occasional Shoppers
13404,1,2,32.34,1,Occasional Shoppers
13405,74,3,66.0,1,Occasional Shoppers
13410,24,5,212.6,3,Regular Shoppers
13411,107,1,18.75,1,Occasional Shoppers
13414,133,3,454.65,4,High-Value Loyal Shoppers
13416,43,2,97.7,1,Occasional Shoppers
13417,4,2,41.2,1,Occasional Shoppers
13418,11,18,373.78999999999996,4,High-Value Loyal Shoppers
13419,63,1,10.5,1,Occasional Shoppers
13420,149,2,34.2,1,Occasional Shoppers
13421,40,2,37.05,1,Occasional Shoppers
13422,64,1,13.200000000000001,1,Occasional Shoppers
13425,108,3,41.7,1,Occasional Shoppers
13426,0,10,330.36,4,High-Value Loyal Shoppers
13427,19,3,44.22,1,Occasional Shoppers
13428,10,1,0.65,1,Occasional Shoppers
13429,10,4,69.4,3,Regular Shoppers
13430,18,2,55.56,1,Occasional Shoppers
13431,67,2,53.8,1,Occasional Shoppers
13434,74,2,187.08,1,Occasional Shoppers
13435,5,7,224.32,3,Regular Shoppers
13436,1,1,11.7,1,Occasional Shoppers
13437,14,7,106.75999999999999,3,Regular Shoppers
13439,255,1,6.5,0,Frequent Shoppers
13441,91,1,12.600000000000001,1,Occasional Shoppers
13447,23,3,34.3,1,Occasional Shoppers
13448,16,6,74.61,3,Regular Shoppers
13449,23,1,20.4,1,Occasional Shoppers
13450,26,6,113.76,3,Regular Shoppers
13451,26,5,37.35,3,Regular Shoppers
13452,259,2,590.0,0,Frequent Shoppers
13453,165,2,43.7,0,Frequent Shoppers
13455,24,2,34.8,1,Occasional Shoppers
13456,17,6,350.40000000000003,4,High-Value Loyal Shoppers
13458,7,14,423.76,4,High-Value Loyal Shoppers
13460,29,2,22.98,1,Occasional Shoppers
13461,38,3,156.1,3,Regular Shoppers
13462,252,1,19.8,0,Frequent Shoppers
13464,58,1,10.5,1,Occasional Shoppers
13466,184,1,17.700000000000003,0,Frequent Shoppers
13467,10,2,18.56,1,Occasional Shoppers
13470,99,2,33.0,1,Occasional Shoppers
13471,1,4,71.9,3,Regular Shoppers
13473,60,2,32.879999999999995,1,Occasional Shoppers
13474,236,1,1.7,0,Frequent Shoppers
13475,191,4,78.18,0,Frequent Shoppers
13476,178,2,38.7,0,Frequent Shoppers
13477,37,6,120.32,3,Regular Shoppers
13479,200,2,50.4,0,Frequent Shoppers
13481,45,5,82.15,3,Regular Shoppers
13482,232,1,17.4,0,Frequent Shoppers
13483,65,1,10.08,1,Occasional Shoppers
13484,241,1,67.5,0,Frequent Shoppers
13485,233,1,12.5,0,Frequent Shoppers
13486,78,3,40.620000000000005,1,Occasional Shoppers
13487,57,3,53.099999999999994,1,Occasional Shoppers
13488,17,13,229.53,4,High-Value Loyal Shoppers
13489,105,4,259.2,3,Regular Shoppers
13491,51,10,151.38,3,Regular Shoppers
13492,136,3,41.4,1,Occasional Shoppers
13493,275,2,198.0,0,Frequent Shoppers
13494,311,1,20.16,0,Frequent Shoppers
13495,7,5,139.78,3,Regular Shoppers
13496,10,2,32.0,1,Occasional Shoppers
13497,282,2,51.75,0,Frequent Shoppers
13499,17,5,183.94,3,Regular Shoppers
13500,23,3,45.55,1,Occasional Shoppers
13501,288,1,10.2,0,Frequent Shoppers
13502,16,3,39.12,1,Occasional Shoppers
13504,64,1,14.850000000000001,1,Occasional Shoppers
13505,72,4,93.66,1,Occasional Shoppers
13506,316,2,36.599999999999994,0,Frequent Shoppers
13507,3,4,79.05,3,Regular Shoppers
13508,243,1,15.9,0,Frequent Shoppers
13509,8,7,223.9,3,Regular Shoppers
13510,1,4,48.28,1,Occasional Shoppers
13512,260,1,17.85,0,Frequent Shoppers
13513,126,1,9.899999999999999,1,Occasional Shoppers
13514,73,1,39.900000000000006,1,Occasional Shoppers
13515,72,4,80.34,1,Occasional Shoppers
13516,21,3,230.34,3,Regular Shoppers
13517,59,3,54.599999999999994,1,Occasional Shoppers
13518,85,1,19.799999999999997,1,Occasional Shoppers
13519,78,1,11.9,1,Occasional Shoppers
13520,58,6,421.9,4,High-Value Loyal Shoppers
13521,1,3,11.16,1,Occasional Shoppers
13522,30,1,17.700000000000003,1,Occasional Shoppers
13523,33,5,101.53,3,Regular Shoppers
13524,40,5,175.20000000000002,3,Regular Shoppers
13525,14,2,464.0,3,Regular Shoppers
13527,33,7,133.51,3,Regular Shoppers
13529,78,2,33.2,1,Occasional Shoppers
13531,205,2,54.3,0,Frequent Shoppers
13532,33,1,2.08,1,Occasional Shoppers
13533,182,3,11.75,0,Frequent Shoppers
13534,2,25,535.73,2,Inactive Shoppers
13536,1,7,144.57999999999998,3,Regular Shoppers
13538,43,7,309.6,4,High-Value Loyal Shoppers
13539,85,3,46.9,1,Occasional Shoppers
13544,39,2,10.7,1,Occasional Shoppers
13546,12,3,31.45,1,Occasional Shoppers
13548,96,2,11.049999999999999,1,Occasional Shoppers
13549,25,7,138.2,3,Regular Shoppers
13551,319,1,17.85,0,Frequent Shoppers
13552,66,12,282.27,4,High-Value Loyal Shoppers
13555,73,4,166.9,3,Regular Shoppers
13557,28,2,49.8,1,Occasional Shoppers
13558,5,4,17.7,1,Occasional Shoppers
13560,7,1,2.95,1,Occasional Shoppers
13561,215,1,2.08,0,Frequent Shoppers
13562,81,3,53.650000000000006,1,Occasional Shoppers
13563,84,2,94.35,1,Occasional Shoppers
13564,144,3,570.59,4,High-Value Loyal Shoppers
13565,19,2,11.0,1,Occasional Shoppers
13566,40,2,5.5,1,Occasional Shoppers
13568,173,1,8.3,0,Frequent Shoppers
13569,17,2,8.7,1,Occasional Shoppers
13570,243,1,3.9,0,Frequent Shoppers
13571,12,12,100.29,3,Regular Shoppers
13572,205,1,17.700000000000003,0,Frequent Shoppers
13573,50,2,41.67,1,Occasional Shoppers
13575,23,5,99.61,3,Regular Shoppers
13577,25,4,86.4,3,Regular Shoppers
13579,14,2,66.30000000000001,1,Occasional Shoppers
13581,309,1,7.95,0,Frequent Shoppers
13583,155,1,9.0,0,Frequent Shoppers
13584,306,1,9.95,0,Frequent Shoppers
13587,63,1,23.4,1,Occasional Shoppers
13588,15,9,101.00999999999999,3,Regular Shoppers
13589,14,2,39.95,1,Occasional Shoppers
13590,11,6,359.74,4,High-Value Loyal Shoppers
13591,64,3,57.120000000000005,1,Occasional Shoppers
13592,35,4,79.07,3,Regular Shoppers
13593,108,5,60.8,1,Occasional Shoppers
13594,52,1,9.9,1,Occasional Shoppers
13596,5,2,21.78,1,Occasional Shoppers
13598,47,1,1.25,1,Occasional Shoppers
13599,1,21,535.15,2,Inactive Shoppers
13600,312,1,4.95,0,Frequent Shoppers
13601,45,2,19.45,1,Occasional Shoppers
13602,64,1,16.5,1,Occasional Shoppers
13603,26,1,6.24,1,Occasional Shoppers
13606,29,3,52.19,1,Occasional Shoppers
13607,40,1,23.4,1,Occasional Shoppers
13610,12,7,62.79,3,Regular Shoppers
13611,89,3,70.2,1,Occasional Shoppers
13614,24,4,50.040000000000006,1,Occasional Shoppers
13615,318,1,23.25,0,Frequent Shoppers
13617,40,3,23.65,1,Occasional Shoppers
13618,173,1,6.959999999999999,0,Frequent Shoppers
13621,116,1,4.0,1,Occasional Shoppers
13623,30,5,53.14,3,Regular Shoppers
13626,252,1,17.4,0,Frequent Shoppers
13627,59,5,84.48,3,Regular Shoppers
13630,5,7,414.8,4,High-Value Loyal Shoppers
13632,24,5,72.87,3,Regular Shoppers
13634,33,5,27.04,1,Occasional Shoppers
13635,67,1,17.4,1,Occasional Shoppers
13636,36,5,105.35,3,Regular Shoppers
13637,52,3,17.849999999999998,1,Occasional Shoppers
13638,15,1,10.5,1,Occasional Shoppers
13639,74,1,23.4,1,Occasional Shoppers
13642,215,1,4.25,0,Frequent Shoppers
13643,31,3,39.5,1,Occasional Shoppers
13644,16,4,83.34,3,Regular Shoppers
13645,120,1,19.9,1,Occasional Shoppers
13647,9,4,78.25999999999999,3,Regular Shoppers
13649,256,2,17.2,0,Frequent Shoppers
13650,16,6,88.34,3,Regular Shoppers
13651,35,2,28.5,1,Occasional Shoppers
13652,45,3,55.04,1,Occasional Shoppers
13654,43,6,159.2,3,Regular Shoppers
13655,114,2,45.8,1,Occasional Shoppers
13656,164,2,12.75,0,Frequent Shoppers
13657,10,2,22.8,1,Occasional Shoppers
13658,9,5,130.88,3,Regular Shoppers
13659,205,2,75.55,0,Frequent Shoppers
13662,85,3,67.8,1,Occasional Shoppers
13663,179,1,16.5,0,Frequent Shoppers
13666,60,3,39.8,1,Occasional Shoppers
13667,149,1,4.16,1,Occasional Shoppers
13668,2,21,325.2,2,Inactive Shoppers
13669,50,2,17.55,1,Occasional Shoppers
13670,75,1,16.5,1,Occasional Shoppers
13672,301,2,81.0,0,Frequent Shoppers
13673,18,2,31.2,1,Occasional Shoppers
13675,151,2,54.96,1,Occasional Shoppers
13678,151,1,4.8,1,Occasional Shoppers
13680,1,4,131.85,3,Regular Shoppers
13681,17,4,55.61,1,Occasional Shoppers
13682,187,1,25.5,0,Frequent Shoppers
13684,285,1,3.0,0,Frequent Shoppers
13686,182,1,8.5,0,Frequent Shoppers
13689,63,1,179.0,1,Occasional Shoppers
13690,59,1,10.2,1,Occasional Shoppers
13692,24,3,74.9,1,Occasional Shoppers
13695,31,15,530.63,4,High-Value Loyal Shoppers
13697,38,1,15.0,1,Occasional Shoppers
13699,155,1,17.700000000000003,0,Frequent Shoppers
13700,26,10,238.83,4,High-Value Loyal Shoppers
13703,318,1,99.5,0,Frequent Shoppers
13704,5,9,176.68,3,Regular Shoppers
13705,7,3,51.599999999999994,1,Occasional Shoppers
13706,302,1,7.800000000000001,0,Frequent Shoppers
13707,267,2,25.2,0,Frequent Shoppers
13708,271,1,4.949999999999999,0,Frequent Shoppers
13709,3,13,433.26000000000005,4,High-Value Loyal Shoppers
13710,31,1,19.799999999999997,1,Occasional Shoppers
13711,218,2,55.400000000000006,0,Frequent Shoppers
13712,246,1,15.0,0,Frequent Shoppers
13715,281,5,52.59,0,Frequent Shoppers
13716,269,1,7.5,0,Frequent Shoppers
13717,32,6,60.989999999999995,3,Regular Shoppers
13718,246,2,38.099999999999994,0,Frequent Shoppers
13719,15,5,83.25,3,Regular Shoppers
13720,116,4,144.5,3,Regular Shoppers
13721,36,1,9.48,1,Occasional Shoppers
13722,131,3,78.63,1,Occasional Shoppers
13723,217,1,47.2,0,Frequent Shoppers
13725,49,8,251.2,3,Regular Shoppers
13726,38,2,26.52,1,Occasional Shoppers
13727,28,2,29.85,1,Occasional Shoppers
13728,36,6,89.24000000000001,3,Regular Shoppers
13730,135,2,37.8,1,Occasional Shoppers
13731,219,2,34.5,0,Frequent Shoppers
13732,28,1,14.22,1,Occasional Shoppers
13735,24,4,58.5,1,Occasional Shoppers
13736,5,2,10.690000000000001,1,Occasional Shoppers
13737,200,1,73.94999999999999,0,Frequent Shoppers
13739,18,1,41.7,1,Occasional Shoppers
13740,240,1,5.04,0,Frequent Shoppers
13741,71,3,81.85,1,Occasional Shoppers
13742,16,12,249.20000000000002,4,High-Value Loyal Shoppers
13743,2,7,187.2,3,Regular Shoppers
13744,95,2,22.68,1,Occasional Shoppers
13745,162,1,9.0,0,Frequent Shoppers
13747,373,1,79.6,0,Frequent Shoppers
13748,95,5,255.41,3,Regular Shoppers
13750,53,5,923.61,4,High-Value Loyal Shoppers
13751,288,1,165.0,0,Frequent Shoppers
13752,124,6,203.55,3,Regular Shoppers
13753,287,1,15.0,0,Frequent Shoppers
13754,151,2,30.6,1,Occasional Shoppers
13755,3,9,103.18,3,Regular Shoppers
13756,2,14,753.32,2,Inactive Shoppers
13758,11,7,308.7,4,High-Value Loyal Shoppers
13759,33,2,116.4,1,Occasional Shoppers
13760,54,2,7.99,1,Occasional Shoppers
13761,50,2,28.4,1,Occasional Shoppers
13762,218,1,104.39999999999999,0,Frequent Shoppers
13763,63,1,162.72,1,Occasional Shoppers
13764,70,3,37.34,1,Occasional Shoppers
13769,2,10,274.38,4,High-Value Loyal Shoppers
13771,64,4,190.7,3,Regular Shoppers
13772,33,3,67.4,1,Occasional Shoppers
13774,81,1,19.8,1,Occasional Shoppers
13778,103,1,8.25,1,Occasional Shoppers
13780,7,2,7.15,1,Occasional Shoppers
13781,250,1,4.25,0,Frequent Shoppers
13782,12,6,47.97,3,Regular Shoppers
13784,9,11,949.3199999999999,2,Inactive Shoppers
13786,367,1,81.6,0,Frequent Shoppers
13787,75,2,29.5,1,Occasional Shoppers
13790,4,1,4.5600000000000005,1,Occasional Shoppers
13791,127,2,469.0,3,Regular Shoppers
13792,66,2,35.550000000000004,1,Occasional Shoppers
13799,116,2,60.9,1,Occasional Shoppers
13800,309,1,30.0,0,Frequent Shoppers
13801,66,1,9.95,1,Occasional Shoppers
13802,138,3,206.8,3,Regular Shoppers
13803,255,1,17.700000000000003,0,Frequent Shoppers
13804,30,7,147.99,3,Regular Shoppers
13805,52,2,205.48000000000002,3,Regular Shoppers
13806,63,1,65.4,1,Occasional Shoppers
13807,367,1,19.799999999999997,0,Frequent Shoppers
13808,5,5,181.98,3,Regular Shoppers
13809,305,1,7.95,0,Frequent Shoppers
13810,28,3,717.1,4,High-Value Loyal Shoppers
13811,183,3,294.75,0,Frequent Shoppers
13812,42,3,42.48,1,Occasional Shoppers
13813,39,4,73.2,1,Occasional Shoppers
13814,92,2,30.6,1,Occasional Shoppers
13815,22,4,144.9,3,Regular Shoppers
13816,23,2,76.5,1,Occasional Shoppers
13817,29,2,38.5,1,Occasional Shoppers
13819,301,3,54.2,0,Frequent Shoppers
13821,144,2,31.740000000000002,1,Occasional Shoppers
13822,5,2,12.09,1,Occasional Shoppers
13823,18,2,50.5,1,Occasional Shoppers
13824,32,5,313.0,3,Regular Shoppers
13826,176,1,21.9,0,Frequent Shoppers
13827,57,3,11.1,1,Occasional Shoppers
13828,22,1,14.850000000000001,1,Occasional Shoppers
13831,16,6,692.3,4,High-Value Loyal Shoppers
13832,19,1,17.4,1,Occasional Shoppers
13833,159,1,15.9,0,Frequent Shoppers
13835,25,4,81.45,3,Regular Shoppers
13837,211,2,18.75,0,Frequent Shoppers
13838,5,4,26.049999999999997,1,Occasional Shoppers
13841,252,1,85.0,0,Frequent Shoppers
13842,58,9,157.16,3,Regular Shoppers
13844,11,1,20.8,1,Occasional Shoppers
13845,64,1,19.799999999999997,1,Occasional Shoppers
13846,24,3,46.95,1,Occasional Shoppers
13848,92,3,1120.0,2,Inactive Shoppers
13849,51,2,32.7,1,Occasional Shoppers
13851,95,3,39.699999999999996,1,Occasional Shoppers
13853,57,1,118.44,1,Occasional Shoppers
13856,168,3,177.0,0,Frequent Shoppers
13858,57,1,12.600000000000001,1,Occasional Shoppers
13859,326,1,3.75,0,Frequent Shoppers
13860,1,5,97.74000000000001,3,Regular Shoppers
13862,18,8,121.38,3,Regular Shoppers
13863,247,1,11.9,0,Frequent Shoppers
13865,58,4,72.2,1,Occasional Shoppers
13866,74,1,27.04,1,Occasional Shoppers
13867,31,3,45.9,1,Occasional Shoppers
13869,123,4,38.1,1,Occasional Shoppers
13870,2,8,170.20000000000002,3,Regular Shoppers
13871,22,13,280.61,4,High-Value Loyal Shoppers
13873,119,3,61.6,1,Occasional Shoppers
13874,358,1,17.85,0,Frequent Shoppers
13875,53,5,106.96,3,Regular Shoppers
13876,63,1,15.0,1,Occasional Shoppers
13877,86,1,69.6,1,Occasional Shoppers
13878,54,1,60.0,1,Occasional Shoppers
13880,21,13,333.09000000000003,4,High-Value Loyal Shoppers
13882,2,5,87.75,3,Regular Shoppers
13883,10,5,76.9,3,Regular Shoppers
13884,7,5,79.2,3,Regular Shoppers
13885,189,2,23.4,0,Frequent Shoppers
13886,71,1,10.2,1,Occasional Shoppers
13887,204,1,9.959999999999999,0,Frequent Shoppers
13888,119,2,20.200000000000003,1,Occasional Shoppers
13889,92,1,25.0,1,Occasional Shoppers
13890,1,10,148.31,3,Regular Shoppers
13892,26,4,171.84,3,Regular Shoppers
13893,297,1,15.9,0,Frequent Shoppers
13894,23,3,71.7,1,Occasional Shoppers
13895,28,4,82.45000000000002,3,Regular Shoppers
13897,50,1,15.0,1,Occasional Shoppers
13898,325,1,10.2,0,Frequent Shoppers
13899,16,2,68.4,1,Occasional Shoppers
13900,183,3,37.019999999999996,0,Frequent Shoppers
13901,72,5,126.91,3,Regular Shoppers
13904,37,2,32.34,1,Occasional Shoppers
13908,79,4,77.33,1,Occasional Shoppers
13911,57,9,200.12,3,Regular Shoppers
13914,11,2,25.62,1,Occasional Shoppers
13917,49,2,17.28,1,Occasional Shoppers
13918,49,2,99.72,1,Occasional Shoppers
13919,59,2,54.599999999999994,1,Occasional Shoppers
13922,351,1,17.700000000000003,0,Frequent Shoppers
13923,53,1,5.04,1,Occasional Shoppers
13924,1,6,74.72,3,Regular Shoppers
13925,92,4,85.9,1,Occasional Shoppers
13926,23,1,35.400000000000006,1,Occasional Shoppers
13927,74,1,16.6,1,Occasional Shoppers
13928,10,4,80.2,3,Regular Shoppers
13929,169,2,459.2,0,Frequent Shoppers
13930,57,2,35.6,1,Occasional Shoppers
13931,95,2,274.5,3,Regular Shoppers
13932,294,1,17.0,0,Frequent Shoppers
13933,109,2,40.050000000000004,1,Occasional Shoppers
13934,263,1,19.799999999999997,0,Frequent Shoppers
13936,179,1,3.4799999999999995,0,Frequent Shoppers
13937,169,1,30.599999999999998,0,Frequent Shoppers
13938,35,1,13.28,1,Occasional Shoppers
13939,23,3,63.0,1,Occasional Shoppers
13940,17,4,82.2,3,Regular Shoppers
13941,21,5,390.48,4,High-Value Loyal Shoppers
13946,79,3,238.01999999999998,3,Regular Shoppers
13947,65,1,13.5,1,Occasional Shoppers
13948,360,1,46.8,0,Frequent Shoppers
13949,2,6,129.93,3,Regular Shoppers
13950,11,4,133.68,3,Regular Shoppers
13951,176,3,50.1,0,Frequent Shoppers
13952,217,2,54.0,0,Frequent Shoppers
13954,1,2,38.4,1,Occasional Shoppers
13955,154,2,55.95,1,Occasional Shoppers
13956,5,5,16.2,3,Regular Shoppers
13959,79,3,58.25,1,Occasional Shoppers
13960,21,2,35.400000000000006,1,Occasional Shoppers
13962,21,2,35.5,1,Occasional Shoppers
13963,308,4,129.3,0,Frequent Shoppers
13967,145,1,35.7,1,Occasional Shoppers
13969,7,18,451.68,2,Inactive Shoppers
13971,18,8,148.25,3,Regular Shoppers
13972,70,2,24.659999999999997,1,Occasional Shoppers
13974,49,1,15.0,1,Occasional Shoppers
13975,31,6,101.24000000000001,3,Regular Shoppers
13976,206,1,69.36,0,Frequent Shoppers
13978,14,2,78.36000000000001,1,Occasional Shoppers
13979,73,1,20.8,1,Occasional Shoppers
13980,60,1,22.5,1,Occasional Shoppers
13982,39,4,117.5,3,Regular Shoppers
13983,29,12,797.79,2,Inactive Shoppers
13984,26,5,679.38,4,High-Value Loyal Shoppers
13985,4,15,309.86,4,High-Value Loyal Shoppers
13986,17,1,35.400000000000006,1,Occasional Shoppers
13988,19,6,135.18,3,Regular Shoppers
13989,65,2,39.6,1,Occasional Shoppers
